zip,city,district,address
5231,서울특별시,강동구,아리수로50길 60
5204,서울특별시,강동구,아리수로61길 1 ~ 105
5227,서울특별시,강동구,아리수로62길 9 ~ 40
5226,서울특별시,강동구,아리수로64길 5 ~ 41
5227,서울특별시,강동구,아리수로64길 6 ~ 42
5204,서울특별시,강동구,아리수로65길 23-19
5206,서울특별시,강동구,아리수로65길 24-20 ~ 24-51
5203,서울특별시,강동구,아리수로65길 50-80 ~ 50-113
5204,서울특별시,강동구,아리수로65길 60 ~ 79
5226,서울특별시,강동구,아리수로66길 7 ~ 29
5226,서울특별시,강동구,아리수로68길 10 ~ 44
5219,서울특별시,강동구,아리수로72길 5 ~ 50
5220,서울특별시,강동구,아리수로72길 59 ~ 83
5220,서울특별시,강동구,아리수로74길 35-33 ~ 35-49
5219,서울특별시,강동구,아리수로74길 5 ~ 35-26
5220,서울특별시,강동구,아리수로76길 5 ~ 43
5219,서울특별시,강동구,아리수로76길 6 ~ 46
5220,서울특별시,강동구,아리수로78길 12 ~ 45
5221,서울특별시,강동구,아리수로82길 5 ~ 42
5203,서울특별시,강동구,아리수로87가길 275
5206,서울특별시,강동구,아리수로87가길 45
5202,서울특별시,강동구,아리수로87길 32 ~ 296-40
5206,서울특별시,강동구,아리수로87길 7
5211,서울특별시,강동구,아리수로91길 12 ~ 54
5200,서울특별시,강동구,아리수로93가길 206-71 ~ 331
5211,서울특별시,강동구,아리수로93가길 25
5208,서울특별시,강동구,아리수로93가길 34
5200,서울특별시,강동구,아리수로93가길 411 ~ 473
5201,서울특별시,강동구,아리수로93가길 48-3 ~ 198-46
5210,서울특별시,강동구,아리수로93길 40
5208,서울특별시,강동구,아리수로93길 79 ~ 91
5211,서울특별시,강동구,아리수로93길 9 ~ 61
5213,서울특별시,강동구,아리수로94길 19 ~ 91
5212,서울특별시,강동구,아리수로94길 72 ~ 72-38
5210,서울특별시,강동구,아리수로97길 19
5209,서울특별시,강동구,아리수로97길 20
5208,서울특별시,강동구,아리수로97길 68
5213,서울특별시,강동구,아리수로98길 24 ~ 62
5214,서울특별시,강동구,아리수로98길 25
5255,서울특별시,강동구,암사11길 2 ~ 36
5255,서울특별시,강동구,암사13길 3 ~ 30
5258,서울특별시,강동구,암사18길 1 ~ 50
5259,서울특별시,강동구,암사18길 54 ~ 66
5258,서울특별시,강동구,암사19길 1 ~ 25
5256,서울특별시,강동구,암사19길 37 ~ 53
5257,서울특별시,강동구,암사19길 4 ~ 4-3
5263,서울특별시,강동구,암사1가길 1 ~ 12
5251,서울특별시,강동구,암사1가길 16 ~ 50
5263,서울특별시,강동구,암사1길 6 ~ 23
5253,서울특별시,강동구,암사5길 3 ~ 34
5263,서울특별시,강동구,암사길 1 ~ 17
5257,서울특별시,강동구,암사길 105 ~ 111
5258,서울특별시,강동구,암사길 106 ~ 110
5253,서울특별시,강동구,암사길 19 ~ 37
5262,서울특별시,강동구,암사길 2 ~ 36
5260,서울특별시,강동구,암사길 38 ~ 46
5254,서울특별시,강동구,암사길 41 ~ 51
5255,서울특별시,강동구,암사길 53 ~ 83-29
5259,서울특별시,강동구,암사길 54 ~ 66-1
5258,서울특별시,강동구,암사길 68 ~ 82
5258,서울특별시,강동구,암사길 84 ~ 104
5408,서울특별시,강동구,양재대로 1299 ~ 1319
5411,서울특별시,강동구,양재대로 1318 ~ 1330
5405,서울특별시,강동구,양재대로 1323 ~ 1343
5409,서울특별시,강동구,양재대로 1340
5404,서울특별시,강동구,양재대로 1349 ~ 1367
5404,서울특별시,강동구,양재대로 1369
5404,서울특별시,강동구,양재대로 1371
5372,서울특별시,강동구,양재대로 1376 ~ 1396
5376,서울특별시,강동구,양재대로 1377 ~ 1397
5375,서울특별시,강동구,양재대로 1399 ~ 1415
5363,서울특별시,강동구,양재대로 1400 ~ 1420
5373,서울특별시,강동구,양재대로 1419 ~ 1429
5362,서울특별시,강동구,양재대로 1422 ~ 1428
5356,서울특별시,강동구,양재대로 1440 ~ 1454
5355,서울특별시,강동구,양재대로 1441 ~ 1443
5353,서울특별시,강동구,양재대로 1449 ~ 1477
5352,서울특별시,강동구,양재대로 1458 ~ 1466
5351,서울특별시,강동구,양재대로 1470 ~ 1478
5342,서울특별시,강동구,양재대로 1479 ~ 1509
5351,서울특별시,강동구,양재대로 1480
5351,서울특별시,강동구,양재대로 1482 ~ 1488
5343,서울특별시,강동구,양재대로 1490 ~ 1514
5316,서울특별시,강동구,양재대로 1517 ~ 1525
5303,서울특별시,강동구,양재대로 1518 ~ 1540
5315,서울특별시,강동구,양재대로 1535 ~ 1549
5302,서울특별시,강동구,양재대로 1544 ~ 1562
5314,서울특별시,강동구,양재대로 1553 ~ 1571
5296,서울특별시,강동구,양재대로 1564 ~ 1570
5296,서울특별시,강동구,양재대로 1572
5296,서울특별시,강동구,양재대로 1574 ~ 1576
5307,서울특별시,강동구,양재대로 1579 ~ 1591
5295,서울특별시,강동구,양재대로 1580 ~ 1614
5306,서울특별시,강동구,양재대로 1595 ~ 1623
5292,서울특별시,강동구,양재대로 1618 ~ 1626
5257,서울특별시,강동구,양재대로 1627 ~ 1665
5266,서울특별시,강동구,양재대로 1630
5266,서울특별시,강동구,양재대로 1632
5266,서울특별시,강동구,양재대로 1634 ~ 1666
5230,서울특별시,강동구,양재대로 1706 ~ 1716
5364,서울특별시,강동구,양재대로100길 38 ~ 48
5363,서울특별시,강동구,양재대로100길 7 ~ 31
5374,서울특별시,강동구,양재대로101길 41 ~ 75
5375,서울특별시,강동구,양재대로101길 5 ~ 34
5364,서울특별시,강동구,양재대로102가길 5 ~ 52
5362,서울특별시,강동구,양재대로102길 11 ~ 51
5363,서울특별시,강동구,양재대로102길 4 ~ 32
5364,서울특별시,강동구,양재대로102길 44 ~ 52
5374,서울특별시,강동구,양재대로103길 37 ~ 67
5375,서울특별시,강동구,양재대로103길 5 ~ 29
5373,서울특별시,강동구,양재대로103길 6 ~ 70
5353,서울특별시,강동구,양재대로109길 7 ~ 26
5352,서울특별시,강동구,양재대로110길 3 ~ 51
5356,서울특별시,강동구,양재대로110길 8 ~ 52
5354,서울특별시,강동구,양재대로111길 43 ~ 54
5353,서울특별시,강동구,양재대로111길 7 ~ 34
5351,서울특별시,강동구,양재대로112길 3 ~ 51
5350,서울특별시,강동구,양재대로112길 57 ~ 88
5352,서울특별시,강동구,양재대로112길 8 ~ 52
5341,서울특별시,강동구,양재대로113길 44 ~ 64
5354,서울특별시,강동구,양재대로113길 51 ~ 53
5353,서울특별시,강동구,양재대로113길 7
5342,서울특별시,강동구,양재대로113길 8 ~ 30
5351,서울특별시,강동구,양재대로114길 17 ~ 47
5341,서울특별시,강동구,양재대로115길 40 ~ 64
5342,서울특별시,강동구,양재대로115길 7 ~ 32
5344,서울특별시,강동구,양재대로116길 57 ~ 95
5343,서울특별시,강동구,양재대로116길 7 ~ 49
5351,서울특별시,강동구,양재대로116길 8 ~ 50
5350,서울특별시,강동구,양재대로116길 94
5342,서울특별시,강동구,양재대로117길 20 ~ 31
5341,서울특별시,강동구,양재대로117길 45
5315,서울특별시,강동구,양재대로121길 16 ~ 34
5313,서울특별시,강동구,양재대로121길 38 ~ 60
5316,서울특별시,강동구,양재대로121길 7 ~ 57
5303,서울특별시,강동구,양재대로122가길 1 ~ 14
5302,서울특별시,강동구,양재대로122가길 26 ~ 58-1
5296,서울특별시,강동구,양재대로122가길 70 ~ 82
5303,서울특별시,강동구,양재대로122길 5 ~ 42
5313,서울특별시,강동구,양재대로123길 37 ~ 58
5315,서울특별시,강동구,양재대로123길 9 ~ 31
5302,서울특별시,강동구,양재대로124길 19 ~ 41
5303,서울특별시,강동구,양재대로124길 20 ~ 40
5301,서울특별시,강동구,양재대로124길 47 ~ 91
5304,서울특별시,강동구,양재대로124길 48 ~ 92
5314,서울특별시,강동구,양재대로125길 16 ~ 32
5315,서울특별시,강동구,양재대로125길 19 ~ 35
5313,서울특별시,강동구,양재대로125길 42 ~ 60
5302,서울특별시,강동구,양재대로126길 15 ~ 37
5301,서울특별시,강동구,양재대로126길 49 ~ 88
5314,서울특별시,강동구,양재대로127길 15 ~ 33
5313,서울특별시,강동구,양재대로127길 42 ~ 66
5302,서울특별시,강동구,양재대로128길 14 ~ 42
5301,서울특별시,강동구,양재대로128길 52 ~ 76
5298,서울특별시,강동구,양재대로128길 53
5296,서울특별시,강동구,양재대로128길 7 ~ 47
5296,서울특별시,강동구,양재대로130길 6 ~ 48
5307,서울특별시,강동구,양재대로131가길 4-4 ~ 20
5307,서울특별시,강동구,양재대로131길 9 ~ 46
5307,서울특별시,강동구,양재대로133길 15 ~ 51
5305,서울특별시,강동구,양재대로133길 56 ~ 84
5306,서울특별시,강동구,양재대로133길 8 ~ 32
5294,서울특별시,강동구,양재대로134길 25 ~ 55
5295,서울특별시,강동구,양재대로134길 7 ~ 20
5293,서울특별시,강동구,양재대로134길 77 ~ 87
5306,서울특별시,강동구,양재대로135길 3 ~ 8
5294,서울특별시,강동구,양재대로136길 24 ~ 58
5295,서울특별시,강동구,양재대로136길 5 ~ 22
5292,서울특별시,강동구,양재대로138길 11 ~ 13
5292,서울특별시,강동구,양재대로138길 21 ~ 51
5295,서울특별시,강동구,양재대로138길 4 ~ 20
5257,서울특별시,강동구,양재대로141길 6 ~ 43
5257,서울특별시,강동구,양재대로143길 5 ~ 53
5257,서울특별시,강동구,양재대로145길 5 ~ 41
5257,서울특별시,강동구,양재대로147길 5 ~ 46
5257,서울특별시,강동구,양재대로151길 8 ~ 21
5230,서울특별시,강동구,양재대로156길 11 ~ 57
5231,서울특별시,강동구,양재대로156길 121 ~ 133
5235,서울특별시,강동구,양재대로156길 28
5407,서울특별시,강동구,양재대로81길 51 ~ 90
5408,서울특별시,강동구,양재대로81길 8 ~ 42
5408,서울특별시,강동구,양재대로83길 14 ~ 36
5407,서울특별시,강동구,양재대로83길 58 ~ 67
5411,서울특별시,강동구,양재대로84길 21 ~ 33-35
5405,서울특별시,강동구,양재대로85길 14 ~ 38
5408,서울특별시,강동구,양재대로85길 15 ~ 37
5406,서울특별시,강동구,양재대로85길 54 ~ 88
5407,서울특별시,강동구,양재대로85길 55 ~ 87-6
5405,서울특별시,강동구,양재대로87길 5 ~ 38-1
5406,서울특별시,강동구,양재대로87길 51 ~ 88
5409,서울특별시,강동구,양재대로88길 27
5408,서울특별시,강동구,양재대로89가길 56 ~ 69
5405,서울특별시,강동구,양재대로89가길 6 ~ 42
5405,서울특별시,강동구,양재대로89길 13 ~ 39
5404,서울특별시,강동구,양재대로89길 16 ~ 38
5403,서울특별시,강동구,양재대로89길 52 ~ 82
5406,서울특별시,강동구,양재대로89길 53 ~ 83
5405,서울특별시,강동구,양재대로91가길 37 ~ 75-1
5404,서울특별시,강동구,양재대로91가길 5 ~ 26-1
5408,서울특별시,강동구,양재대로91가길 98
5404,서울특별시,강동구,양재대로91길 11 ~ 40
5403,서울특별시,강동구,양재대로91길 47 ~ 80
5406,서울특별시,강동구,양재대로91나길 35 ~ 76-1
5403,서울특별시,강동구,양재대로91나길 6 ~ 25
5407,서울특별시,강동구,양재대로91나길 88 ~ 95
5376,서울특별시,강동구,양재대로95길 4 ~ 41
5377,서울특별시,강동구,양재대로95길 47 ~ 78
5371,서울특별시,강동구,양재대로96길 79
5372,서울특별시,강동구,양재대로96길 8 ~ 38
5375,서울특별시,강동구,양재대로97길 16 ~ 32
5374,서울특별시,강동구,양재대로97길 38 ~ 76
5377,서울특별시,강동구,양재대로97길 41 ~ 75
5376,서울특별시,강동구,양재대로97길 7 ~ 33
5372,서울특별시,강동구,양재대로98길 14 ~ 30
5364,서울특별시,강동구,양재대로98길 35 ~ 53
5363,서울특별시,강동구,양재대로98길 5 ~ 29
5375,서울특별시,강동구,양재대로99길 4 ~ 32
5398,서울특별시,강동구,올림픽로 528 ~ 546
5391,서울특별시,강동구,올림픽로 550
5391,서울특별시,강동구,올림픽로 552 ~ 572
5385,서울특별시,강동구,올림픽로 578 ~ 610
5378,서울특별시,강동구,올림픽로 618 ~ 630
5248,서울특별시,강동구,올림픽로 651 ~ 667
5328,서울특별시,강동구,올림픽로 652-17 ~ 664
5246,서울특별시,강동구,올림픽로 673 ~ 683
5327,서울특별시,강동구,올림픽로 674 ~ 698
5245,서울특별시,강동구,올림픽로 689 ~ 715
5324,서울특별시,강동구,올림픽로 702
5244,서울특별시,강동구,올림픽로 721 ~ 745
5323,서울특별시,강동구,올림픽로 722 ~ 746
5242,서울특별시,강동구,올림픽로 747 ~ 769
5318,서울특별시,강동구,올림픽로 750 ~ 770
5264,서울특별시,강동구,올림픽로 774
5241,서울특별시,강동구,올림픽로 775 ~ 823
5264,서울특별시,강동구,올림픽로 776
5264,서울특별시,강동구,올림픽로 778 ~ 786
5263,서울특별시,강동구,올림픽로 790 ~ 800
5251,서울특별시,강동구,올림픽로 802 ~ 826
5239,서울특별시,강동구,올림픽로 831 ~ 875
5238,서울특별시,강동구,올림픽로 834 ~ 836
5207,서울특별시,강동구,올림픽로 846 ~ 942
5251,서울특별시,강동구,올림픽로100길 25 ~ 33
5263,서울특별시,강동구,올림픽로100길 6 ~ 46
5238,서울특별시,강동구,올림픽로104길 8 ~ 42
5239,서울특별시,강동구,올림픽로107길 13 ~ 56
5207,서울특별시,강동구,올림픽로108길 3 ~ 11
5207,서울특별시,강동구,올림픽로112길 4 ~ 121
5398,서울특별시,강동구,올림픽로48길 3 ~ 34
5385,서울특별시,강동구,올림픽로54길 6 ~ 19
5385,서울특별시,강동구,올림픽로58길 5 ~ 24
5385,서울특별시,강동구,올림픽로60길 4 ~ 31-6
5385,서울특별시,강동구,올림픽로62길 16 ~ 40
5378,서울특별시,강동구,올림픽로62길 5 ~ 39
5328,서울특별시,강동구,올림픽로70길 23 ~ 35
5329,서울특별시,강동구,올림픽로70길 39 ~ 43
5328,서울특별시,강동구,올림픽로70길 44
5329,서울특별시,강동구,올림픽로70길 47 ~ 61
5248,서울특별시,강동구,올림픽로71길 17 ~ 41
5247,서울특별시,강동구,올림픽로71길 47 ~ 82
5328,서울특별시,강동구,올림픽로72길 12 ~ 25
5327,서울특별시,강동구,올림픽로76길 5 ~ 31
5245,서울특별시,강동구,올림픽로77길 10 ~ 62
5246,서울특별시,강동구,올림픽로77길 5-4 ~ 63
5327,서울특별시,강동구,올림픽로78길 9 ~ 38
5245,서울특별시,강동구,올림픽로79길 7 ~ 68
5324,서울특별시,강동구,올림픽로80길 31 ~ 57
5326,서울특별시,강동구,올림픽로80길 48 ~ 58
5327,서울특별시,강동구,올림픽로80길 8 ~ 44
5245,서울특별시,강동구,올림픽로81길 3 ~ 31
5245,서울특별시,강동구,올림픽로83길 8 ~ 42
5244,서울특별시,강동구,올림픽로87길 6 ~ 18
5323,서울특별시,강동구,올림픽로88길 7 ~ 36
5243,서울특별시,강동구,올림픽로89길 39-4
5244,서울특별시,강동구,올림픽로89길 39-7 ~ 40
5243,서울특별시,강동구,올림픽로89길 46 ~ 58
5244,서울특별시,강동구,올림픽로89길 5 ~ 39-3
5243,서울특별시,강동구,올림픽로91길 41-6
5244,서울특별시,강동구,올림픽로91길 41-9
5243,서울특별시,강동구,올림픽로91길 43 ~ 51
5242,서울특별시,강동구,올림픽로91길 6 ~ 36
5244,서울특별시,강동구,올림픽로91길 7 ~ 41-5
5322,서울특별시,강동구,올림픽로92길 26 ~ 46
5319,서울특별시,강동구,올림픽로92길 50 ~ 66
5323,서울특별시,강동구,올림픽로92길 6 ~ 16
5318,서울특별시,강동구,올림픽로92길 7 ~ 61
5242,서울특별시,강동구,올림픽로93길 5 ~ 64
5262,서울특별시,강동구,올림픽로98가길 3 ~ 31-8
5261,서울특별시,강동구,올림픽로98가길 38 ~ 62
5262,서울특별시,강동구,올림픽로98가길 47 ~ 63
5260,서울특별시,강동구,올림픽로98가길 68 ~ 72
5262,서울특별시,강동구,올림픽로98길 37 ~ 63
5263,서울특별시,강동구,올림픽로98길 7 ~ 33
5264,서울특별시,강동구,올림픽로98길 8 ~ 62
5286,서울특별시,강동구,조정대로 29 ~ 29-1
5286,서울특별시,강동구,조정대로31번길 2 ~ 78
5286,서울특별시,강동구,조정대로43번길 25 ~ 56
5356,서울특별시,강동구,진황도로 119 ~ 128
5362,서울특별시,강동구,진황도로 144 ~ 152
5361,서울특별시,강동구,진황도로 145 ~ 151-1
5365,서울특별시,강동구,진황도로 151-2 ~ 151-4
5361,서울특별시,강동구,진황도로 151-5
5365,서울특별시,강동구,진황도로 151-8 ~ 179
5364,서울특별시,강동구,진황도로 154 ~ 180
5367,서울특별시,강동구,진황도로 185 ~ 189
5370,서울특별시,강동구,진황도로 190 ~ 214
5369,서울특별시,강동구,진황도로 195 ~ 221
5335,서울특별시,강동구,진황도로 2 ~ 18
5336,서울특별시,강동구,진황도로 22 ~ 36
5413,서울특별시,강동구,진황도로 227 ~ 239
5334,서울특별시,강동구,진황도로 3 ~ 31
5333,서울특별시,강동구,진황도로 33 ~ 37
5337,서울특별시,강동구,진황도로 39 ~ 53-9
5338,서울특별시,강동구,진황도로 57 ~ 67
5339,서울특별시,강동구,진황도로 60 ~ 74
5354,서울특별시,강동구,진황도로 79 ~ 93
5355,서울특별시,강동구,진황도로 86 ~ 110
5353,서울특별시,강동구,진황도로 99 ~ 107
5334,서울특별시,강동구,진황도로23길 5 ~ 42
5334,서울특별시,강동구,진황도로25길 5 ~ 55
5333,서울특별시,강동구,진황도로25길 8 ~ 56
5333,서울특별시,강동구,진황도로27가길 6 ~ 32
5337,서울특별시,강동구,진황도로27길 4 ~ 42
5332,서울특별시,강동구,진황도로27길 46 ~ 68
5331,서울특별시,강동구,진황도로27길 74 ~ 90
5333,서울특별시,강동구,진황도로27길 9 ~ 91
5333,서울특별시,강동구,진황도로27나길 1-2 ~ 13
5333,서울특별시,강동구,진황도로27다길 1 ~ 52
5333,서울특별시,강동구,진황도로27라길 6 ~ 44
5337,서울특별시,강동구,진황도로29길 6 ~ 46
5332,서울특별시,강동구,진황도로31길 49 ~ 72
5337,서울특별시,강동구,진황도로31길 5 ~ 41-13
5338,서울특별시,강동구,진황도로31길 6 ~ 46-12
5338,서울특별시,강동구,진황도로33길 3 ~ 47
5353,서울특별시,강동구,진황도로43길 3 ~ 13-22
5352,서울특별시,강동구,진황도로47길 25 ~ 43
5351,서울특별시,강동구,진황도로47길 51 ~ 85
5356,서울특별시,강동구,진황도로47길 9 ~ 16
5350,서울특별시,강동구,진황도로49길 46 ~ 64
5356,서울특별시,강동구,진황도로49길 5 ~ 42
5369,서울특별시,강동구,진황도로61길 18 ~ 76-22
5368,서울특별시,강동구,진황도로61길 51 ~ 53
5367,서울특별시,강동구,진황도로61길 7 ~ 29
5413,서울특별시,강동구,진황도로68길 52 ~ 66
5311,서울특별시,강동구,천중로 111 ~ 115
5330,서울특별시,강동구,천중로 112 ~ 122-10
5331,서울특별시,강동구,천중로 130 ~ 152
5317,서울특별시,강동구,천중로 133 ~ 145-8
5316,서울특별시,강동구,천중로 151 ~ 181
5341,서울특별시,강동구,천중로 164 ~ 168
5342,서울특별시,강동구,천중로 170 ~ 184
5343,서울특별시,강동구,천중로 194 ~ 214
5303,서울특별시,강동구,천중로 195 ~ 213
5304,서울특별시,강동구,천중로 215 ~ 237
5344,서울특별시,강동구,천중로 216 ~ 236
5345,서울특별시,강동구,천중로 244 ~ 250
5300,서울특별시,강동구,천중로 253
5346,서울특별시,강동구,천중로 254 ~ 264
5347,서울특별시,강동구,천중로 278-5
5323,서울특별시,강동구,천중로 39 ~ 57
5245,서울특별시,강동구,천중로 4 ~ 32
5324,서울특별시,강동구,천중로 52 ~ 68
5322,서울특별시,강동구,천중로 61 ~ 73
5244,서울특별시,강동구,천중로 7 ~ 31
5325,서울특별시,강동구,천중로 70 ~ 94-28
5321,서울특별시,강동구,천중로 77 ~ 87
5320,서울특별시,강동구,천중로 89 ~ 93
5323,서울특별시,강동구,천중로11길 5 ~ 52
5324,서울특별시,강동구,천중로12길 17 ~ 27
5324,서울특별시,강동구,천중로14길 12 ~ 39-10
5322,서울특별시,강동구,천중로15가길 1 ~ 30
5322,서울특별시,강동구,천중로15길 16 ~ 50
5323,서울특별시,강동구,천중로15길 29 ~ 51
5322,서울특별시,강동구,천중로15나길 2 ~ 29
5321,서울특별시,강동구,천중로15나길 33 ~ 43
5325,서울특별시,강동구,천중로16길 5 ~ 51
5324,서울특별시,강동구,천중로16길 6 ~ 52
5321,서울특별시,강동구,천중로17길 4 ~ 6
5322,서울특별시,강동구,천중로17길 5 ~ 7
5319,서울특별시,강동구,천중로17길 59 ~ 75
5321,서울특별시,강동구,천중로17길 8 ~ 55
5325,서울특별시,강동구,천중로18길 5 ~ 47
5326,서울특별시,강동구,천중로18길 53 ~ 70
5321,서울특별시,강동구,천중로21길 3-5 ~ 43-1
5319,서울특별시,강동구,천중로21길 53 ~ 61
5320,서울특별시,강동구,천중로21길 8 ~ 64
5320,서울특별시,강동구,천중로23길 3-4 ~ 63
5330,서울특별시,강동구,천중로26길 3 ~ 24
5311,서울특별시,강동구,천중로27길 2 ~ 38-5
5310,서울특별시,강동구,천중로27길 39 ~ 73
5311,서울특별시,강동구,천중로27길 42
5312,서울특별시,강동구,천중로27길 74
5311,서울특별시,강동구,천중로29길 1 ~ 31
5317,서울특별시,강동구,천중로29길 4 ~ 42-6
5312,서울특별시,강동구,천중로29길 41 ~ 49
5245,서울특별시,강동구,천중로2길 3 ~ 47
5246,서울특별시,강동구,천중로2길 57
5331,서울특별시,강동구,천중로30길 4 ~ 19
5317,서울특별시,강동구,천중로31길 2 ~ 10
5331,서울특별시,강동구,천중로32길 1 ~ 51
5317,서울특별시,강동구,천중로33길 2 ~ 29
5331,서울특별시,강동구,천중로34길 1 ~ 17
5316,서울특별시,강동구,천중로35가길 4 ~ 57
5313,서울특별시,강동구,천중로35길 46 ~ 100
5317,서울특별시,강동구,천중로35길 5 ~ 47
5312,서울특별시,강동구,천중로35길 51-6 ~ 99-30
5316,서울특별시,강동구,천중로35길 6 ~ 44
5312,서울특별시,강동구,천중로35나길 4 ~ 23
5341,서울특별시,강동구,천중로38가길 12 ~ 39
5354,서울특별시,강동구,천중로38가길 53
5341,서울특별시,강동구,천중로38길 5 ~ 47
5354,서울특별시,강동구,천중로38길 69 ~ 73
5315,서울특별시,강동구,천중로39길 40 ~ 76
5313,서울특별시,강동구,천중로39길 41 ~ 105
5316,서울특별시,강동구,천중로39길 6 ~ 33
5314,서울특별시,강동구,천중로39길 84 ~ 102
5244,서울특별시,강동구,천중로3길 3 ~ 44
5342,서울특별시,강동구,천중로40길 5 ~ 57
5341,서울특별시,강동구,천중로40길 6 ~ 58
5353,서울특별시,강동구,천중로40길 63 ~ 77
5354,서울특별시,강동구,천중로40길 66 ~ 78
5342,서울특별시,강동구,천중로42길 6 ~ 62
5353,서울특별시,강동구,천중로42길 65 ~ 78
5316,서울특별시,강동구,천중로43길 12 ~ 25
5315,서울특별시,강동구,천중로43길 34 ~ 72
5314,서울특별시,강동구,천중로43길 75 ~ 93
5342,서울특별시,강동구,천중로44길 7 ~ 64
5353,서울특별시,강동구,천중로44길 74 ~ 82
5343,서울특별시,강동구,천중로48길 7 ~ 49
5304,서울특별시,강동구,천중로49가길 21 ~ 57
5303,서울특별시,강동구,천중로49가길 4 ~ 20
5303,서울특별시,강동구,천중로49길 4 ~ 39
5302,서울특별시,강동구,천중로49길 51 ~ 82
5296,서울특별시,강동구,천중로49길 91 ~ 104
5343,서울특별시,강동구,천중로50길 9 ~ 50-1
5303,서울특별시,강동구,천중로51길 17 ~ 27
5301,서울특별시,강동구,천중로51길 48 ~ 78
5304,서울특별시,강동구,천중로51길 6 ~ 36-11
5302,서울특별시,강동구,천중로51길 61 ~ 77
5296,서울특별시,강동구,천중로51길 87 ~ 118
5344,서울특별시,강동구,천중로52길 3 ~ 37
5343,서울특별시,강동구,천중로52길 6 ~ 54
5301,서울특별시,강동구,천중로53길 39 ~ 76
5304,서울특별시,강동구,천중로53길 6 ~ 32
5344,서울특별시,강동구,천중로54길 5 ~ 44
5301,서울특별시,강동구,천중로55길 37 ~ 62
5304,서울특별시,강동구,천중로55길 8 ~ 27
5344,서울특별시,강동구,천중로56길 6 ~ 65
5243,서울특별시,강동구,천중로5길 39 ~ 47
5244,서울특별시,강동구,천중로5길 4-3 ~ 33
5323,서울특별시,강동구,천중로9길 4 ~ 50
5328,서울특별시,강동구,천호대로 1005 ~ 1023
5378,서울특별시,강동구,천호대로 1006 ~ 1028
5329,서울특별시,강동구,천호대로 1027
5379,서울특별시,강동구,천호대로 1032 ~ 1052
5335,서울특별시,강동구,천호대로 1033 ~ 1045
5336,서울특별시,강동구,천호대로 1053 ~ 1065
5380,서울특별시,강동구,천호대로 1056 ~ 1084
5340,서울특별시,강동구,천호대로 1073 ~ 1077
5339,서울특별시,강동구,천호대로 1087 ~ 1095
5381,서울특별시,강동구,천호대로 1092 ~ 1102
5339,서울특별시,강동구,천호대로 1097
5339,서울특별시,강동구,천호대로 1099
5373,서울특별시,강동구,천호대로 1106 ~ 1138-22
5355,서울특별시,강동구,천호대로 1107 ~ 1139
5356,서울특별시,강동구,천호대로 1151 ~ 1179
5362,서울특별시,강동구,천호대로 1152 ~ 1162
5361,서울특별시,강동구,천호대로 1168 ~ 1200
5350,서울특별시,강동구,천호대로 1183 ~ 1207
5360,서울특별시,강동구,천호대로 1210 ~ 1224
5349,서울특별시,강동구,천호대로 1221 ~ 1231
5359,서울특별시,강동구,천호대로 1226 ~ 1246
5348,서울특별시,강동구,천호대로 1237 ~ 1239
5358,서울특별시,강동구,천호대로 1250 ~ 1260
5347,서울특별시,강동구,천호대로 1255 ~ 1271
5291,서울특별시,강동구,천호대로 1291
5357,서울특별시,강동구,천호대로 1298 ~ 1324
5290,서울특별시,강동구,천호대로 1452 ~ 1482
5284,서울특별시,강동구,천호대로 1459 ~ 1461
5283,서울특별시,강동구,천호대로 1463 ~ 1489
5289,서울특별시,강동구,천호대로 1502
5248,서울특별시,강동구,천호대로 975 ~ 997
5248,서울특별시,강동구,천호대로 997
5248,서울특별시,강동구,천호대로151길 6 ~ 49
5329,서울특별시,강동구,천호대로155길 10 ~ 24
5328,서울특별시,강동구,천호대로155길 3 ~ 21
5335,서울특별시,강동구,천호대로157길 6 ~ 54
5329,서울특별시,강동구,천호대로157길 7 ~ 53
5384,서울특별시,강동구,천호대로158길 33 ~ 60
5379,서울특별시,강동구,천호대로158길 9 ~ 25
5335,서울특별시,강동구,천호대로159길 3 ~ 53
5336,서울특별시,강동구,천호대로161길 18 ~ 46
5335,서울특별시,강동구,천호대로161길 7 ~ 31
5383,서울특별시,강동구,천호대로162가길 3 ~ 32-12
5384,서울특별시,강동구,천호대로162길 34 ~ 42-11
5383,서울특별시,강동구,천호대로162길 35 ~ 73
5387,서울특별시,강동구,천호대로162길 50 ~ 80
5380,서울특별시,강동구,천호대로162길 7 ~ 19
5336,서울특별시,강동구,천호대로163길 15 ~ 35
5380,서울특별시,강동구,천호대로164길 4 ~ 19
5339,서울특별시,강동구,천호대로167길 26
5380,서울특별시,강동구,천호대로168가길 14 ~ 68
5382,서울특별시,강동구,천호대로168가길 3 ~ 33
5383,서울특별시,강동구,천호대로168가길 37 ~ 65-29
5380,서울특별시,강동구,천호대로168길 10
5382,서울특별시,강동구,천호대로168길 18 ~ 38
5381,서울특별시,강동구,천호대로168길 25 ~ 41
5382,서울특별시,강동구,천호대로168길 41-10
5381,서울특별시,강동구,천호대로168길 41-11
5382,서울특별시,강동구,천호대로168길 41-12 ~ 41-20
5381,서울특별시,강동구,천호대로168길 41-21 ~ 41-37
5382,서울특별시,강동구,천호대로168길 41-6
5381,서울특별시,강동구,천호대로168길 41-7
5382,서울특별시,강동구,천호대로168길 45 ~ 67
